id,actual class,predicted class,predicted probability
905625106583609344_0,3.0,2,"[0.012695344164967537, 0.011174449697136879, 0.8814321160316467, 0.07400234043598175, 0.020695829764008522]"
905625115941068800_0,3.0,3,"[0.007531646639108658, 0.0029252099338918924, 0.0007900963537395, 0.9863485097885132, 0.0024045766331255436]"
905625313777999876_0,3.0,3,"[0.010397784411907196, 0.0011483078124001622, 0.0012106497306376696, 0.9857332706451416, 0.0015099749434739351]"
905625439334539264_0,3.0,3,"[0.0301157645881176, 0.012814899906516075, 0.07027380168437958, 0.8714975118637085, 0.015298058278858662]"
905630589276917760_0,3.0,3,"[0.011178642511367798, 0.007641631178557873, 0.00545142125338316, 0.9626415967941284, 0.013086793012917042]"
905630657497280512_0,3.0,3,"[0.024051152169704437, 0.02311212569475174, 0.019770363345742226, 0.8611695766448975, 0.0718967467546463]"
905630813294821376_0,3.0,3,"[0.022903958335518837, 0.024913514032959938, 0.03449639678001404, 0.9058557152748108, 0.011830381117761135]"
905630828188852224_0,3.0,3,"[0.03373517468571663, 0.022813720628619194, 0.034156203269958496, 0.9015357494354248, 0.007759189233183861]"
905630847893692416_0,3.0,3,"[0.007525205612182617, 0.008854209445416927, 0.004201136529445648, 0.9632570743560791, 0.016162332147359848]"
905636044024016897_0,3.0,3,"[0.01930122636258602, 0.012703772634267807, 0.026465602219104767, 0.932505190372467, 0.009024197235703468]"
905636048625049601_0,3.0,3,"[0.04459935426712036, 0.018878476694226265, 0.17273882031440735, 0.7347778677940369, 0.029005352407693863]"
905636739758292993_0,3.0,3,"[0.03148023039102554, 0.019280890002846718, 0.03761444240808487, 0.8778876662254333, 0.03373672440648079]"
905652347296198656_0,3.0,3,"[0.018257610499858856, 0.00623955437913537, 0.03217063844203949, 0.9379696846008301, 0.005362431984394789]"
905681430931542016_0,3.0,2,"[0.04930693656206131, 0.018145868554711342, 0.7508260607719421, 0.14310619235038757, 0.038614965975284576]"
905684917375438849_0,3.0,3,"[0.009741537272930145, 0.001909291255287826, 0.0013193057384341955, 0.9834172129631042, 0.003612700616940856]"
905690265637330944_0,3.0,3,"[0.04015395790338516, 0.03759171813726425, 0.3690597116947174, 0.44474029541015625, 0.10845434665679932]"
905700072259690496_0,3.0,3,"[0.009932680055499077, 0.008886258117854595, 0.0053380816243588924, 0.951793909072876, 0.024049052968621254]"
905704988306948097_0,3.0,2,"[0.026338402181863785, 0.016266820952296257, 0.8300200700759888, 0.07414817065000534, 0.05322655290365219]"
905705453077893121_0,3.0,3,"[0.026411371305584908, 0.007216379512101412, 0.007799229118973017, 0.9551729559898376, 0.0034001122694462538]"
905712250387816450_0,3.0,3,"[0.04228715971112251, 0.06136291101574898, 0.1985180377960205, 0.6754096150398254, 0.0224223081022501]"
905712413810597888_0,3.0,3,"[0.011829798109829426, 0.0019578109495341778, 0.001431490178219974, 0.9819723963737488, 0.0028084812220185995]"
905719175271915520_0,3.0,3,"[0.014181196689605713, 0.010856549255549908, 0.001410696655511856, 0.9458595514297485, 0.0276920385658741]"
905719504113688576_0,3.0,3,"[0.012246273458003998, 0.013460300862789154, 0.02242043986916542, 0.9425628781318665, 0.00931012723594904]"
905723999082225665_0,3.0,3,"[0.028797103092074394, 0.03553227707743645, 0.40273165702819824, 0.521526038646698, 0.01141287386417389]"
905724400867135488_0,3.0,3,"[0.002727883867919445, 0.002303617773577571, 0.0005694229621440172, 0.9914500117301941, 0.0029490776360034943]"
905729873557078016_0,3.0,3,"[0.05858423188328743, 0.02803248167037964, 0.1289697289466858, 0.6371049284934998, 0.1473085880279541]"
905730111944712193_0,3.0,3,"[0.03444206714630127, 0.03129974752664566, 0.019943026825785637, 0.8654491901397705, 0.048865899443626404]"
905732896027287552_0,3.0,3,"[0.00742319505661726, 0.003615145105868578, 0.001188892056234181, 0.9855712652206421, 0.0022014565765857697]"
905739571069050880_0,3.0,3,"[0.03152215853333473, 0.07374859601259232, 0.0142460186034441, 0.7945071458816528, 0.08597613871097565]"
905740031716986880_0,3.0,3,"[0.03616826981306076, 0.02835376374423504, 0.04883953556418419, 0.8728312253952026, 0.013807258568704128]"
905744291196231680_0,3.0,3,"[0.02199270948767662, 0.009869880974292755, 0.09146370738744736, 0.8667668104171753, 0.00990692712366581]"
905749423455686657_0,3.0,3,"[0.02169959247112274, 0.03139929100871086, 0.005313190631568432, 0.9383882284164429, 0.003199683502316475]"
905817543503437824_0,3.0,3,"[0.03586387634277344, 0.014841184951364994, 0.06349842995405197, 0.8665939569473267, 0.01920253224670887]"
906021278691205122_0,3.0,3,"[0.04765540361404419, 0.042628347873687744, 0.4058035612106323, 0.43596887588500977, 0.06794385612010956]"
906554296178798592_0,3.0,2,"[0.08258645236492157, 0.014975610189139843, 0.6255845427513123, 0.23707343637943268, 0.03977997228503227]"
906622470144356353_0,3.0,3,"[0.04833792522549629, 0.039238691329956055, 0.1704455018043518, 0.6816920638084412, 0.06028585880994797]"
906653885053333504_0,3.0,3,"[0.008507088758051395, 0.005184065084904432, 0.009208928793668747, 0.9709986448287964, 0.0061012152582407]"
906661203300245504_0,3.0,3,"[0.013324474915862083, 0.007258640602231026, 0.018610060214996338, 0.9504101276397705, 0.010396655648946762]"
906661647577645056_0,3.0,2,"[0.01795821450650692, 0.006626640912145376, 0.9233784675598145, 0.015459776856005192, 0.03657693788409233]"
906747882262458373_0,3.0,3,"[0.01671578921377659, 0.015189455822110176, 0.03911890462040901, 0.9176717400550842, 0.011304078623652458]"
906786772377636865_0,3.0,2,"[0.04870452731847763, 0.020787321031093597, 0.7632838487625122, 0.1430594027042389, 0.024164900183677673]"
906832179036073984_0,3.0,3,"[0.010323590599000454, 0.011214758269488811, 0.012813067995011806, 0.9571492075920105, 0.00849930290132761]"
906856916864913408_0,3.0,3,"[0.004840819630771875, 0.0015763634582981467, 0.0022780157160013914, 0.9893993735313416, 0.0019053781870752573]"
906888945413357568_0,3.0,3,"[0.015963450074195862, 0.018940266221761703, 0.012338286265730858, 0.939437747001648, 0.01332029327750206]"
906904147991166981_0,3.0,2,"[0.07406338304281235, 0.18730376660823822, 0.5444724559783936, 0.17165975272655487, 0.022500641644001007]"
906927980072632320_0,3.0,3,"[0.003449835116043687, 0.001190666458569467, 0.006152295041829348, 0.9848335385322571, 0.004373664036393166]"
906941301991596032_0,3.0,3,"[0.03530323877930641, 0.046661797910928726, 0.3364953398704529, 0.5288720726966858, 0.05266750603914261]"
906948664643420160_0,3.0,3,"[0.05667898803949356, 0.1912311315536499, 0.2110656350851059, 0.4440721273422241, 0.09695212543010712]"
906966020107141120_0,3.0,2,"[0.03421493619680405, 0.022699235007166862, 0.7935389280319214, 0.11501775681972504, 0.03452916815876961]"
906985968107999232_0,3.0,3,"[0.0192403681576252, 0.026688972488045692, 0.023737069219350815, 0.9128383994102478, 0.017495181411504745]"
907007895581081600_0,3.0,3,"[0.048015788197517395, 0.11054755747318268, 0.08330918103456497, 0.7129335403442383, 0.04519395902752876]"
907014413500256256_0,3.0,3,"[0.04140862077474594, 0.1802784502506256, 0.21803541481494904, 0.5506418347358704, 0.009635678492486477]"
907014605607759872_0,3.0,3,"[0.005751512013375759, 0.001025609322823584, 0.001185481552965939, 0.990498960018158, 0.0015384102007374167]"
907079009187581952_0,3.0,3,"[0.008935735560953617, 0.004416933748871088, 0.001032981788739562, 0.9808695316314697, 0.004744828213006258]"
907092076608868352_0,3.0,3,"[0.04080957919359207, 0.1365615427494049, 0.02827507071197033, 0.7780879139900208, 0.016265874728560448]"
907256737975066626_0,3.0,2,"[0.053255848586559296, 0.19772793352603912, 0.37996116280555725, 0.3116506040096283, 0.057404499500989914]"
907304779206062081_0,3.0,3,"[0.07189754396677017, 0.08533711731433868, 0.07445155829191208, 0.7178181409835815, 0.05049563944339752]"
907423029973659648_0,3.0,3,"[0.0053220777772367, 0.010694410651922226, 0.0014008020516484976, 0.98105388879776, 0.0015288015129044652]"
907654309587779584_0,3.0,3,"[0.018344353884458542, 0.008467236533761024, 0.004724455997347832, 0.9593511819839478, 0.009112735278904438]"
907682990028984321_0,3.0,3,"[0.037511467933654785, 0.012561674229800701, 0.026720337569713593, 0.9181697368621826, 0.005036812741309404]"
908021370705018880_0,3.0,3,"[0.05611211434006691, 0.08299528062343597, 0.2966548204421997, 0.5250812768936157, 0.03915652632713318]"
908221252502003712_0,3.0,2,"[0.06098898872733116, 0.1979515552520752, 0.37771815061569214, 0.324380487203598, 0.03896080330014229]"
908271399545925633_0,3.0,3,"[0.01632196456193924, 0.1090608462691307, 0.015218161977827549, 0.8358730673789978, 0.023525917902588844]"
908853408156745728_0,3.0,3,"[0.036158181726932526, 0.027799952775239944, 0.02210431732237339, 0.8585897088050842, 0.05534776672720909]"
908930940029857792_0,3.0,3,"[0.0016818492440506816, 0.0008163998718373477, 0.0001246270549017936, 0.9962912797927856, 0.0010858564637601376]"
909380267999207424_0,3.0,3,"[0.03546825423836708, 0.021909372881054878, 0.04125453904271126, 0.8626508116722107, 0.03871692717075348]"
909382511612096512_0,3.0,3,"[0.03194629028439522, 0.016502758488059044, 0.009912977926433086, 0.925381064414978, 0.016256919130682945]"
909383732775153664_0,3.0,3,"[0.010731926187872887, 0.010503926314413548, 0.018302522599697113, 0.9565840363502502, 0.0038775657303631306]"
909393360292663296_0,3.0,2,"[0.07623594999313354, 0.0936204046010971, 0.4050183594226837, 0.3427491784095764, 0.0823761597275734]"
909442415924318209_0,3.0,3,"[0.05712219700217247, 0.16698752343654633, 0.06323191523551941, 0.6667459607124329, 0.04591241478919983]"
909450602874318848_0,3.0,3,"[0.05752646550536156, 0.03894806280732155, 0.05019981041550636, 0.7741689085960388, 0.07915667444467545]"
909487391924211713_0,3.0,3,"[0.02156469225883484, 0.012538071721792221, 0.014213202521204948, 0.9405088424682617, 0.011175173334777355]"
909491043929911297_0,3.0,3,"[0.030354462563991547, 0.01611907407641411, 0.14807112514972687, 0.7810882329940796, 0.024367060512304306]"
909493161596260352_0,3.0,3,"[0.008977791294455528, 0.005147724878042936, 0.0067248111590743065, 0.9759511947631836, 0.0031984751112759113]"
909686372545568768_0,3.0,2,"[0.055799104273319244, 0.1948198825120926, 0.5854595303535461, 0.14533893764019012, 0.0185825377702713]"
909715379425087489_0,3.0,3,"[0.03898575156927109, 0.027121027931571007, 0.19173887372016907, 0.6926221251487732, 0.0495322085916996]"
909718455640719360_0,3.0,3,"[0.016157567501068115, 0.010116809979081154, 0.009069272316992283, 0.9566673040390015, 0.00798903126269579]"
909718650403393539_0,3.0,3,"[0.18395251035690308, 0.10822804272174835, 0.2209932804107666, 0.3815423250198364, 0.10528389364480972]"
909722343106367488_0,3.0,3,"[0.024744253605604172, 0.020991260185837746, 0.1349240243434906, 0.7912145853042603, 0.028125952929258347]"
909722848046010368_0,3.0,3,"[0.0019407205982133746, 0.004679244477301836, 0.00032019734499044716, 0.9908795356750488, 0.0021802675910294056]"
909723430781677568_0,3.0,3,"[0.020110903307795525, 0.03649013862013817, 0.07253336161375046, 0.8538453578948975, 0.017020203173160553]"
909725772142784513_0,3.0,2,"[0.09193678200244904, 0.03406931087374687, 0.7548673152923584, 0.06227964535355568, 0.05684699863195419]"
909751601405054976_0,3.0,4,"[0.033526912331581116, 0.12111490964889526, 0.32403862476348877, 0.07027269154787064, 0.451046884059906]"
909757461103562752_0,3.0,3,"[0.0012286491692066193, 0.003046661615371704, 0.000191141662071459, 0.993316650390625, 0.0022168804425746202]"
909764306820112385_0,3.0,3,"[0.03096102364361286, 0.013936747796833515, 0.010842394083738327, 0.9244074821472168, 0.019852401688694954]"
909767570240278529_0,3.0,3,"[0.011212731711566448, 0.005888375919312239, 0.0014237650902941823, 0.9774431586265564, 0.004031939432024956]"
909769464337588225_0,3.0,2,"[0.029983771964907646, 0.0333048477768898, 0.7907389402389526, 0.1252441108226776, 0.02072838321328163]"
909775762869428225_0,3.0,2,"[0.029746398329734802, 0.011579189449548721, 0.8574961423873901, 0.06838201731443405, 0.0327962227165699]"
909776078570348546_0,3.0,2,"[0.03703464940190315, 0.06804601848125458, 0.8020970225334167, 0.04004828259348869, 0.052774034440517426]"
909779266686078976_0,3.0,3,"[0.022266356274485588, 0.01791524887084961, 0.17688915133476257, 0.6758699417114258, 0.10705932974815369]"
909781307130920960_0,3.0,3,"[0.006395050790160894, 0.0013206125004217029, 0.0008280756883323193, 0.9899551868438721, 0.0015010201605036855]"
909783665533702144_0,3.0,2,"[0.04056091606616974, 0.023288575932383537, 0.7726712226867676, 0.02718999981880188, 0.1362893432378769]"
909802038804008962_0,3.0,3,"[0.0053594112396240234, 0.0005532888462767005, 0.00044572807382792234, 0.9928598999977112, 0.0007816472789272666]"
909803218657460225_0,3.0,2,"[0.05278651416301727, 0.025670817121863365, 0.7980844974517822, 0.049297042191028595, 0.0741611197590828]"
909808230326513664_0,3.0,2,"[0.05360531806945801, 0.020281365141272545, 0.5594691038131714, 0.2667134404182434, 0.09993071854114532]"
909838200218275840_0,3.0,2,"[0.09467935562133789, 0.10152670741081238, 0.4845723807811737, 0.21348637342453003, 0.10573521256446838]"
909846792648486914_0,3.0,2,"[0.09150879830121994, 0.10386954247951508, 0.5306077599525452, 0.21309894323349, 0.06091498211026192]"
909850527550394368_0,3.0,3,"[0.057261787354946136, 0.01660589873790741, 0.01274888776242733, 0.8778133392333984, 0.035570140928030014]"
909868647493103616_0,3.0,3,"[0.02153685688972473, 0.020073045045137405, 0.07266554236412048, 0.8542662858963013, 0.03145821392536163]"
909873972501676033_0,3.0,3,"[0.0160397719591856, 0.013561892323195934, 0.004220864269882441, 0.9568008780479431, 0.009376554749906063]"
909898545494462464_0,3.0,3,"[0.015776343643665314, 0.016808195039629936, 0.03153881058096886, 0.9320604205131531, 0.003816257230937481]"
909913060713799680_0,3.0,3,"[0.004654962103813887, 0.0018740113591775298, 0.0027429487090557814, 0.9885401129722595, 0.00218788324855268]"
909916456950816768_0,3.0,3,"[0.0669243335723877, 0.04221276566386223, 0.4031112492084503, 0.4470537006855011, 0.040697917342185974]"
909921834950422529_0,3.0,3,"[0.04634623974561691, 0.117205910384655, 0.36266660690307617, 0.4093627631664276, 0.0644185021519661]"
909935975630909440_0,3.0,2,"[0.02713191881775856, 0.017782337963581085, 0.8781259655952454, 0.04989853501319885, 0.02706131339073181]"
909940747637608448_0,3.0,3,"[0.00936415046453476, 0.004986622370779514, 0.002729055704548955, 0.9788095355033875, 0.004110647831112146]"
910028818592677888_0,3.0,2,"[0.033346693962812424, 0.023366814479231834, 0.7942566871643066, 0.10992077738046646, 0.03910902142524719]"
910043537575743488_0,3.0,2,"[0.03550877049565315, 0.014301643706858158, 0.882030725479126, 0.028958957642316818, 0.03919984772801399]"
910078085986422785_0,3.0,2,"[0.06838595122098923, 0.017320936545729637, 0.7781042456626892, 0.06891445070505142, 0.06727439910173416]"
910100420156157952_0,3.0,3,"[0.029380619525909424, 0.012998362071812153, 0.004278906155377626, 0.9306008219718933, 0.02274123951792717]"
910118239618912258_0,3.0,3,"[0.006474469322711229, 0.0062246439047157764, 0.0012133588315919042, 0.9845479130744934, 0.0015395763330161572]"
910119285623857152_0,3.0,3,"[0.014739850535988808, 0.0018425349844619632, 0.0022211482282727957, 0.9780158400535583, 0.0031805529724806547]"
910124683332395008_0,3.0,3,"[0.026686174795031548, 0.011120189912617207, 0.041203003376722336, 0.9129754900932312, 0.008015040308237076]"
910126622736560130_0,3.0,3,"[0.022739844396710396, 0.01335554476827383, 0.007971120998263359, 0.9414883852005005, 0.014445112086832523]"
910131343350206466_0,3.0,2,"[0.03288011625409126, 0.02071308344602585, 0.6238364577293396, 0.2952937185764313, 0.027276653796434402]"
910142833897689088_0,3.0,3,"[0.046520959585905075, 0.036636754870414734, 0.32782262563705444, 0.5595741271972656, 0.02944551408290863]"
910159334004359170_0,3.0,3,"[0.015945348888635635, 0.007050226908177137, 0.00408156868070364, 0.9669817090034485, 0.0059411549009382725]"
910177380408446976_0,3.0,3,"[0.04788540303707123, 0.019151009619235992, 0.293124794960022, 0.6250615119934082, 0.014777331613004208]"
910212600734117888_0,3.0,2,"[0.04091304913163185, 0.029888227581977844, 0.7266989946365356, 0.16504792869091034, 0.03745182603597641]"
910216926168625152_0,3.0,3,"[0.06671085953712463, 0.02555476315319538, 0.26167768239974976, 0.6073862314224243, 0.03867041692137718]"
910221204027359232_0,3.0,3,"[0.011173069477081299, 0.005175238475203514, 0.004652855917811394, 0.9744646549224854, 0.004534106235951185]"
910231492412002304_0,3.0,3,"[0.010132954455912113, 0.004201028496026993, 0.008900304324924946, 0.9723852276802063, 0.004380413331091404]"
910235483015450625_0,3.0,3,"[0.011702885851264, 0.012516366317868233, 0.012073972262442112, 0.9353331327438354, 0.02837369590997696]"
910240347413872640_0,3.0,3,"[0.03716248273849487, 0.10870764404535294, 0.08496928960084915, 0.715334415435791, 0.05382619798183441]"
910243706233610242_0,3.0,3,"[0.048890430480241776, 0.07301955670118332, 0.2558220326900482, 0.5209300518035889, 0.10133792459964752]"
910246215836614656_0,3.0,3,"[0.058676235377788544, 0.043013207614421844, 0.02749512530863285, 0.8405606746673584, 0.03025481477379799]"
910257037140996102_0,3.0,2,"[0.08173438161611557, 0.20816078782081604, 0.5310858488082886, 0.08286218345165253, 0.09615685045719147]"
910259920079147009_0,3.0,3,"[0.043502360582351685, 0.024047857150435448, 0.024763301014900208, 0.8761516809463501, 0.03153485059738159]"
910263822740533249_0,3.0,3,"[0.04852249100804329, 0.012512286193668842, 0.15674151480197906, 0.6876788139343262, 0.09454494714736938]"
910524067060609024_0,3.0,3,"[0.07351473718881607, 0.03586551919579506, 0.30262696743011475, 0.5082705616950989, 0.07972221076488495]"
910525913409794050_0,3.0,3,"[0.02382797561585903, 0.02156732603907585, 0.12013266980648041, 0.8056658506393433, 0.02880619652569294]"
910533216993456130_0,3.0,3,"[0.0020766702946275473, 0.0016018105670809746, 0.0002583532768767327, 0.9930974841117859, 0.002965745981782675]"
910538179270397954_0,3.0,2,"[0.03621659800410271, 0.01622123271226883, 0.8267108798027039, 0.08457448333501816, 0.036276835948228836]"
910610147520733190_0,3.0,3,"[0.012435290962457657, 0.0068496218882501125, 0.017307288944721222, 0.9523918032646179, 0.011016016826033592]"
910612813940449280_0,3.0,3,"[0.04925278201699257, 0.04184684157371521, 0.2860115170478821, 0.5596568584442139, 0.06323196738958359]"
910622973924491265_0,3.0,3,"[0.043182894587516785, 0.049807108938694, 0.052549999207258224, 0.839590847492218, 0.014869213104248047]"
910650354198470657_0,3.0,3,"[0.005343358963727951, 0.002705790102481842, 0.0009777410887181759, 0.9891651272773743, 0.001808043452911079]"
910657723087425536_0,3.0,3,"[0.012010861188173294, 0.004348463378846645, 0.00926284585148096, 0.9709305763244629, 0.003447219729423523]"
910685807069057024_0,3.0,2,"[0.042270537465810776, 0.012059939093887806, 0.8228330016136169, 0.0966712161898613, 0.026165343821048737]"
910693047398289408_0,3.0,3,"[0.006552553735673428, 0.002178238471969962, 0.028149541467428207, 0.9517413377761841, 0.011378294788300991]"
910694458487824384_0,3.0,3,"[0.014154531061649323, 0.00452630827203393, 0.004494248423725367, 0.968975841999054, 0.00784905906766653]"
910703575495577600_0,3.0,3,"[0.023936061188578606, 0.011896695010364056, 0.009232793934643269, 0.9386917948722839, 0.016242558136582375]"
910760607447527424_0,3.0,2,"[0.06214899942278862, 0.03354400396347046, 0.5125937461853027, 0.27145957946777344, 0.12025371193885803]"
910771942067785728_0,3.0,2,"[0.054899558424949646, 0.07192237675189972, 0.7245852947235107, 0.0909651666879654, 0.05762756988406181]"
910775673572216834_0,3.0,2,"[0.07534638047218323, 0.055893853306770325, 0.4495641589164734, 0.34328165650367737, 0.07591390609741211]"
910786546445537280_0,3.0,3,"[0.020042607560753822, 0.08276959508657455, 0.015266848728060722, 0.8518967032432556, 0.030024249106645584]"
910795744323522560_0,3.0,3,"[0.007860975340008736, 0.005169587209820747, 0.00707960594445467, 0.9731563925743103, 0.0067334165796637535]"
911512002954067968_0,3.0,3,"[0.009396297857165337, 0.0068251811899244785, 0.0033404214773327112, 0.9781806468963623, 0.0022574556060135365]"
911533645982289920_0,3.0,3,"[0.004429681692272425, 0.0008962375577539206, 0.0011631001252681017, 0.9904493689537048, 0.003061516908928752]"
911590057173225472_0,3.0,2,"[0.04992709681391716, 0.02954273484647274, 0.602865993976593, 0.2778458893299103, 0.03981829062104225]"
911626263525253120_0,3.0,2,"[0.05575690418481827, 0.03686216473579407, 0.784291684627533, 0.07230693846940994, 0.05078234151005745]"
911634250755133441_0,3.0,3,"[0.016399266198277473, 0.008756945841014385, 0.010627571493387222, 0.9556102752685547, 0.008605931885540485]"
911647833392078848_0,3.0,3,"[0.017343826591968536, 0.014423470944166183, 0.04987477883696556, 0.9116693735122681, 0.0066884891130030155]"
911672676116287488_0,3.0,3,"[0.006795311812311411, 0.006113090086728334, 0.014237169176340103, 0.9672346115112305, 0.005619940813630819]"
911687587441586176_0,3.0,3,"[0.04736185818910599, 0.02320094406604767, 0.18746648728847504, 0.7139163017272949, 0.028054382652044296]"
911697447822462978_0,3.0,2,"[0.09398497641086578, 0.07650379836559296, 0.3140280544757843, 0.2687215209007263, 0.24676169455051422]"
911698912032980992_0,3.0,3,"[0.035617563873529434, 0.024601280689239502, 0.10606659203767776, 0.8146225214004517, 0.019091995432972908]"
911710158438457344_0,3.0,3,"[0.007457412779331207, 0.006071064621210098, 0.003053526394069195, 0.9728916883468628, 0.010526270605623722]"
911715723269066752_0,3.0,3,"[0.013265605084598064, 0.005816459655761719, 0.04423179104924202, 0.932793140411377, 0.003893009154126048]"
911796470415855616_0,3.0,3,"[0.009945740923285484, 0.004083176143467426, 0.01205454021692276, 0.9715348482131958, 0.0023816523607820272]"
911824866352832512_0,3.0,2,"[0.06668853014707565, 0.10052625089883804, 0.5926077365875244, 0.21766555309295654, 0.022511914372444153]"
911842020385107968_0,3.0,3,"[0.008684112690389156, 0.005011115223169327, 0.007777286693453789, 0.9759160280227661, 0.0026114159263670444]"
911865255793451008_0,3.0,3,"[0.055245086550712585, 0.011538620106875896, 0.3833080232143402, 0.4846471846103668, 0.06526106595993042]"
911915332629143552_0,3.0,3,"[0.006447101477533579, 0.004003483802080154, 0.0013704351149499416, 0.9848894476890564, 0.003289473708719015]"
911924243750846465_0,3.0,3,"[0.022184325382113457, 0.02686847373843193, 0.011422893963754177, 0.9255144000053406, 0.014009924605488777]"
911954127428694016_0,3.0,3,"[0.01087172795087099, 0.005275694187730551, 0.012026309967041016, 0.969556450843811, 0.0022699101828038692]"
911969730365464577_1,3.0,3,"[0.0034339975100010633, 0.002378572942689061, 0.00018739941879175603, 0.9875134825706482, 0.006486531347036362]"
912048273967292416_0,3.0,3,"[0.0022834446281194687, 0.0009859815472736955, 0.002117354655638337, 0.988396942615509, 0.006216263864189386]"
912065273380798465_0,3.0,3,"[0.0032616460230201483, 0.0011933341156691313, 0.003868223400786519, 0.9899200201034546, 0.0017567755421623588]"
912069255918735360_0,3.0,3,"[0.03106173872947693, 0.010728678666055202, 0.07535182684659958, 0.8544545769691467, 0.02840319834649563]"
912076440811790336_0,3.0,3,"[0.006785714998841286, 0.002419406780973077, 0.0034118439070880413, 0.970849871635437, 0.016533078625798225]"
912082791243948035_0,3.0,3,"[0.01564653590321541, 0.030909309163689613, 0.009594034403562546, 0.9307116866111755, 0.013138456270098686]"
912097184643993601_0,3.0,3,"[0.04182885214686394, 0.042080722749233246, 0.08489999175071716, 0.7897917032241821, 0.04139872267842293]"
912153866669625345_0,3.0,3,"[0.0041635301895439625, 0.005620323121547699, 0.0010185892460867763, 0.9861313104629517, 0.003066243138164282]"
912202575746879488_0,3.0,3,"[0.004327378235757351, 0.003023968543857336, 0.000304629240417853, 0.9891920685768127, 0.003151903860270977]"
912243306519810048_0,3.0,3,"[0.035262711346149445, 0.012927250936627388, 0.06205550581216812, 0.8744043111801147, 0.015350203029811382]"
912243887023980544_0,3.0,2,"[0.04680032655596733, 0.03577166423201561, 0.48612284660339355, 0.36704155802726746, 0.06426357477903366]"
912361372054417409_0,3.0,3,"[0.049570512026548386, 0.02002265490591526, 0.09627111256122589, 0.8234520554542542, 0.010683760046958923]"
912371666868719616_0,3.0,3,"[0.02905900403857231, 0.005010700318962336, 0.006319556385278702, 0.9463064074516296, 0.013304331339895725]"
912389353674088448_0,3.0,3,"[0.03988465294241905, 0.008031493984162807, 0.06591881811618805, 0.8819222450256348, 0.0042428066954016685]"
912447892249493504_0,3.0,3,"[0.017039641737937927, 0.009958064183592796, 0.010123251006007195, 0.9558109641075134, 0.00706809526309371]"
912987337906360320_0,3.0,3,"[0.01261138916015625, 0.008193942718207836, 0.007528834976255894, 0.9541094899177551, 0.01755630224943161]"
913006687413587968_0,3.0,3,"[0.04692923277616501, 0.009058184921741486, 0.29020926356315613, 0.6205475330352783, 0.033255815505981445]"
913029119008313344_0,3.0,3,"[0.010226208716630936, 0.010391690768301487, 0.007704757619649172, 0.9309591054916382, 0.0407181978225708]"
913066515041325057_0,3.0,2,"[0.03027353435754776, 0.029672903940081596, 0.5766096115112305, 0.2978373169898987, 0.06560660153627396]"
913066535262081025_0,3.0,3,"[0.010441909544169903, 0.0032450833823531866, 0.006508262827992439, 0.9732137322425842, 0.006591058801859617]"
913417707009249280_0,3.0,3,"[0.004409820772707462, 0.0017030974850058556, 0.0013048913097009063, 0.9895166754722595, 0.003065455472096801]"
913495230296526848_0,3.0,2,"[0.14027301967144012, 0.03204886242747307, 0.5888075232505798, 0.19173294305801392, 0.04713769257068634]"
913601423832698880_0,3.0,2,"[0.02473841793835163, 0.011845977045595646, 0.8921999931335449, 0.040207039564847946, 0.031008590012788773]"
913620638799196160_0,3.0,3,"[0.05419871583580971, 0.06905391067266464, 0.2109503597021103, 0.6363950371742249, 0.029402034357190132]"
913667492987461633_0,3.0,3,"[0.0232231467962265, 0.01982574723660946, 0.05343586951494217, 0.8704307079315186, 0.03308453410863876]"
914340221386416129_0,3.0,3,"[0.01622660458087921, 0.007421758491545916, 0.009937364608049393, 0.9588435888290405, 0.0075706373900175095]"
914866551005810688_0,3.0,3,"[0.1006852462887764, 0.23041293025016785, 0.05850941315293312, 0.5586502552032471, 0.051742132753133774]"
915020309987827712_0,3.0,3,"[0.031004970893263817, 0.005157885607331991, 0.030003203079104424, 0.9266393184661865, 0.00719464523717761]"
916027579882029056_0,3.0,3,"[0.06064939498901367, 0.05068541318178177, 0.24634011089801788, 0.629652738571167, 0.012672362849116325]"
916037888357302272_0,3.0,2,"[0.049285221844911575, 0.17727947235107422, 0.6902608275413513, 0.03826263174414635, 0.04491184279322624]"
917791044158185473_0,3.0,1,"[0.03176723048090935, 0.4530586898326874, 0.15547947585582733, 0.3298148512840271, 0.029879789799451828]"
917858042615656448_0,3.0,1,"[0.07652582973241806, 0.2546475827693939, 0.2500474452972412, 0.24736759066581726, 0.17141152918338776]"
917868035423080449_0,3.0,3,"[0.0577617883682251, 0.0729321762919426, 0.39105451107025146, 0.40998050570487976, 0.06827100366353989]"
917956641269665792_0,3.0,3,"[0.054925475269556046, 0.13997167348861694, 0.11723323911428452, 0.6384928226470947, 0.04937686026096344]"
917970575997497344_0,3.0,2,"[0.09760681539773941, 0.2135135531425476, 0.4517548978328705, 0.12234688550233841, 0.11477784812450409]"
918112104070156288_0,3.0,3,"[0.04690924286842346, 0.08670182526111603, 0.07010911405086517, 0.7734174728393555, 0.022862322628498077]"
920034300946391040_0,3.0,3,"[0.07038791477680206, 0.047179289162158966, 0.39399662613868713, 0.444063663482666, 0.044372543692588806]"
920281158377754625_0,3.0,2,"[0.05745116248726845, 0.056012991815805435, 0.617998480796814, 0.1626659333705902, 0.10587143898010254]"
